"","V1","V2"
"1",-0.0543599445,0.00727044102508
"2",-0.0543598945,0.00727044102508
"3",-0.0543598445,0.00727044102508
"4",-0.0543597945,0.00876486662508
"5",-0.0543597445,0.00727044102508
"6",-0.0543596945,0.00727044102508
"7",-0.0543596445,0.00577601542508
"8",-0.0543595945,0.00278716422508
"9",-0.0543595445,0.00428158982508
"10",-0.0543594945,0.00428158982508
"11",-0.0543594445,0.00428158982508
"12",-0.0543593945,0.00876486662508
"13",-0.0543593445,0.0132481434251
"14",-0.0543592945,0.0192258458251
"15",-0.0543592445,0.0252035482251
"16",-0.0543591945,0.0281923994251
"17",-0.0543591445,0.0296868250251
"18",-0.0543590945,0.0326756762251
"19",-0.0543590445,0.0326756762251
"20",-0.0543589945,0.0311812506251
"21",-0.0543589445,0.0341701018251
"22",-0.0543588945,0.0326756762251
"23",-0.0543588445,0.0311812506251
"24",-0.0543587945,0.0311812506251
"25",-0.0543587445,0.0296868250251
"26",-0.0543586945,0.0296868250251
"27",-0.0543586445,0.0296868250251
"28",-0.0543585945,0.0281923994251
"29",-0.0543585445,0.0296868250251
"30",-0.0543584945,0.0281923994251
"31",-0.0543584445,0.0237091226251
"32",-0.0543583945,0.0266979738251
"33",-0.0543583445,0.0222146970251
"34",-0.0543582945,0.0222146970251
"35",-0.0543582445,0.0207202714251
"36",-0.0543581945,0.0207202714251
"37",-0.0543581445,0.0177314202251
"38",-0.0543580945,0.0192258458251
"39",-0.0543580445,0.0177314202251
"40",-0.0543579945,0.0177314202251
"41",-0.0543579445,0.0177314202251
"42",-0.0543578945,0.0147425690251
"43",-0.0543578445,0.0147425690251
"44",-0.0543577945,0.0177314202251
"45",-0.0543577445,0.0162369946251
"46",-0.0543576945,0.0162369946251
"47",-0.0543576445,0.0147425690251
"48",-0.0543575945,0.0147425690251
"49",-0.0543575445,0.0117537178251
"50",-0.0543574945,0.0132481434251
"51",-0.0543574445,0.0132481434251
"52",-0.0543573945,0.0147425690251
"53",-0.0543573445,0.0132481434251
"54",-0.0543572945,0.0117537178251
"55",-0.0543572445,0.0117537178251
"56",-0.0543571945,0.0117537178251
"57",-0.0543571445,0.0117537178251
"58",-0.0543570945,0.0117537178251
"59",-0.0543570445,0.0117537178251
"60",-0.0543569945,0.0102592922251
"61",-0.0543569445,0.0102592922251
"62",-0.0543568945,0.0102592922251
"63",-0.0543568445,0.0102592922251
"64",-0.0543567945,0.00876486662508
"65",-0.0543567445,0.0102592922251
"66",-0.0543566945,0.00876486662508
"67",-0.0543566445,0.00876486662508
"68",-0.0543565945,0.00876486662508
"69",-0.0543565445,0.0102592922251
"70",-0.0543564945,0.00876486662508
"71",-0.0543564445,0.0102592922251
"72",-0.0543563945,0.0102592922251
"73",-0.0543563445,0.00876486662508
"74",-0.0543562945,0.0117537178251
"75",-0.0543562445,0.0117537178251
"76",-0.0543561945,0.00876486662508
"77",-0.0543561445,0.0102592922251
"78",-0.0543560945,0.00876486662508
"79",-0.0543560445,0.00876486662508
"80",-0.0543559945,0.00876486662508
"81",-0.0543559445,0.00876486662508
"82",-0.0543558945,0.0102592922251
"83",-0.0543558445,0.0117537178251
"84",-0.0543557945,0.0132481434251
"85",-0.0543557445,0.0117537178251
"86",-0.0543556945,0.0117537178251
"87",-0.0543556445,0.0102592922251
"88",-0.0543555945,0.0117537178251
"89",-0.0543555445,0.0102592922251
"90",-0.0543554945,0.0117537178251
"91",-0.0543554445,0.0102592922251
"92",-0.0543553945,0.0102592922251
"93",-0.0543553445,0.00876486662508
"94",-0.0543552945,0.0117537178251
"95",-0.0543552445,0.0102592922251
"96",-0.0543551945,0.0117537178251
"97",-0.0543551445,0.0102592922251
"98",-0.0543550945,0.0117537178251
"99",-0.0543550445,0.0102592922251
"100",-0.0543549945,0.0102592922251
"101",-0.0543549445,0.00876486662508
"102",-0.0543548945,0.0117537178251
"103",-0.0543548445,0.0132481434251
"104",-0.0543547945,0.0117537178251
"105",-0.0543547445,0.0102592922251
"106",-0.0543546945,0.0102592922251
"107",-0.0543546445,0.0102592922251
"108",-0.0543545945,0.00876486662508
"109",-0.0543545445,0.00876486662508
"110",-0.0543544945,0.00876486662508
"111",-0.0543544445,0.00727044102508
"112",-0.0543543945,0.0102592922251
"113",-0.0543543445,0.00876486662508
"114",-0.0543542945,0.0117537178251
"115",-0.0543542445,0.00876486662508
"116",-0.0543541945,0.0102592922251
"117",-0.0543541445,0.00876486662508
"118",-0.0543540945,0.00876486662508
"119",-0.0543540445,0.00876486662508
"120",-0.0543539945,0.0102592922251
"121",-0.0543539445,0.0102592922251
"122",-0.0543538945,0.0102592922251
"123",-0.0543538445,0.0102592922251
"124",-0.0543537945,0.0132481434251
"125",-0.0543537445,0.0102592922251
"126",-0.0543536945,0.0147425690251
"127",-0.0543536445,0.0162369946251
"128",-0.0543535945,0.0177314202251
"129",-0.0543535445,0.0207202714251
"130",-0.0543534945,0.0237091226251
"131",-0.0543534445,0.0266979738251
"132",-0.0543533945,0.0326756762251
"133",-0.0543533445,0.0356645274251
"134",-0.0543532945,0.0356645274251
"135",-0.0543532445,0.0266979738251
"136",-0.0543531945,0.0296868250251
"137",-0.0543531445,0.0311812506251
"138",-0.0543530945,0.0311812506251
"139",-0.0543530445,0.0281923994251
"140",-0.0543529945,0.0252035482251
"141",-0.0543529445,0.0207202714251
"142",-0.0543528945,0.0252035482251
"143",-0.0543528445,0.0266979738251
"144",-0.0543527945,0.0237091226251
"145",-0.0543527445,0.0237091226251
"146",-0.0543526945,0.0281923994251
"147",-0.0543526445,0.0326756762251
"148",-0.0543525945,0.0326756762251
"149",-0.0543525445,0.0266979738251
"150",-0.0543524945,0.0237091226251
"151",-0.0543524445,0.0281923994251
"152",-0.0543523945,0.0281923994251
"153",-0.0543523445,0.0237091226251
"154",-0.0543522945,0.0252035482251
"155",-0.0543522445,0.0311812506251
"156",-0.0543521945,0.0296868250251
"157",-0.0543521445,0.0266979738251
"158",-0.0543520945,0.0222146970251
"159",-0.0543520445,0.0207202714251
"160",-0.0543519945,0.0237091226251
"161",-0.0543519445,0.0237091226251
"162",-0.0543518945,0.0222146970251
"163",-0.0543518445,0.0237091226251
"164",-0.0543517945,0.0266979738251
"165",-0.0543517445,0.0296868250251
"166",-0.0543516945,0.0266979738251
"167",-0.0543516445,0.0237091226251
"168",-0.0543515945,0.0237091226251
"169",-0.0543515445,0.0281923994251
"170",-0.0543514945,0.0252035482251
"171",-0.0543514445,0.0237091226251
"172",-0.0543513945,0.0296868250251
"173",-0.0543513445,0.0311812506251
"174",-0.0543512945,0.0296868250251
"175",-0.0543512445,0.0266979738251
"176",-0.0543511945,0.0222146970251
"177",-0.0543511445,0.0192258458251
"178",-0.0543510945,0.0252035482251
"179",-0.0543510445,0.0237091226251
"180",-0.0543509945,0.0222146970251
"181",-0.0543509445,0.0252035482251
"182",-0.0543508945,0.0266979738251
"183",-0.0543508445,0.0296868250251
"184",-0.0543507945,0.0296868250251
"185",-0.0543507445,0.0237091226251
"186",-0.0543506945,0.0237091226251
"187",-0.0543506445,0.0266979738251
"188",-0.0543505945,0.0252035482251
"189",-0.0543505445,0.0237091226251
"190",-0.0543504945,0.0296868250251
"191",-0.0543504445,0.0311812506251
"192",-0.0543503945,0.0281923994251
"193",-0.0543503445,0.0296868250251
"194",-0.0543502945,0.0237091226251
"195",-0.0543502445,0.0237091226251
"196",-0.0543501945,0.0266979738251
"197",-0.0543501445,0.0252035482251
"198",-0.0543500945,0.0222146970251
"199",-0.0543500445,0.0266979738251
"200",-0.0543499945,0.0266979738251
"201",-0.0543499445,0.0281923994251
"202",-0.0543498945,0.0281923994251
"203",-0.0543498445,0.0237091226251
"204",-0.0543497945,0.0222146970251
"205",-0.0543497445,0.0162369946251
"206",-0.0543496945,0.0117537178251
"207",-0.0543496445,0.0117537178251
"208",-0.0543495945,0.0102592922251
"209",-0.0543495445,0.0102592922251
"210",-0.0543494945,0.0102592922251
"211",-0.0543494445,0.0132481434251
"212",-0.0543493945,0.0132481434251
"213",-0.0543493445,0.0147425690251
"214",-0.0543492945,0.0132481434251
"215",-0.0543492445,0.0117537178251
"216",-0.0543491945,0.0102592922251
"217",-0.0543491445,0.0117537178251
"218",-0.0543490945,0.0132481434251
"219",-0.0543490445,0.0117537178251
"220",-0.0543489945,0.0117537178251
"221",-0.0543489445,0.00876486662508
"222",-0.0543488945,0.0102592922251
"223",-0.0543488445,0.00876486662508
"224",-0.0543487945,0.00876486662508
"225",-0.0543487445,0.0102592922251
"226",-0.0543486945,0.00727044102508
"227",-0.0543486445,0.0117537178251
"228",-0.0543485945,0.0102592922251
"229",-0.0543485445,0.00876486662508
"230",-0.0543484945,0.0132481434251
"231",-0.0543484445,0.0132481434251
"232",-0.0543483945,0.0132481434251
"233",-0.0543483445,0.0102592922251
"234",-0.0543482945,0.0117537178251
"235",-0.0543482445,0.0117537178251
"236",-0.0543481945,0.0132481434251
"237",-0.0543481445,0.0117537178251
"238",-0.0543480945,0.0117537178251
"239",-0.0543480445,0.0117537178251
"240",-0.0543479945,0.00727044102508
"241",-0.0543479445,0.0102592922251
"242",-0.0543478945,0.0102592922251
"243",-0.0543478445,0.0102592922251
"244",-0.0543477945,0.0102592922251
"245",-0.0543477445,0.0102592922251
"246",-0.0543476945,0.0102592922251
"247",-0.0543476445,0.0102592922251
"248",-0.0543475945,0.0102592922251
"249",-0.0543475445,0.0102592922251
"250",-0.0543474945,0.0102592922251
"251",-0.0543474445,0.0102592922251
"252",-0.0543473945,0.00876486662508
"253",-0.0543473445,0.0102592922251
"254",-0.0543472945,0.0117537178251
"255",-0.0543472445,0.0102592922251
"256",-0.0543471945,0.0102592922251
"257",-0.0543471445,0.0102592922251
"258",-0.0543470945,0.0102592922251
"259",-0.0543470445,0.00876486662508
"260",-0.0543469945,0.0102592922251
"261",-0.0543469445,0.0102592922251
"262",-0.0543468945,0.0102592922251
"263",-0.0543468445,0.00727044102508
"264",-0.0543467945,0.00876486662508
"265",-0.0543467445,0.00727044102508
"266",-0.0543466945,0.00876486662508
"267",-0.0543466445,0.00876486662508
"268",-0.0543465945,0.0102592922251
"269",-0.0543465445,0.00876486662508
"270",-0.0543464945,0.00727044102508
"271",-0.0543464445,0.00876486662508
"272",-0.0543463945,0.0102592922251
"273",-0.0543463445,0.0102592922251
"274",-0.0543462945,0.0102592922251
"275",-0.0543462445,0.00876486662508
"276",-0.0543461945,0.0102592922251
"277",-0.0543461445,0.00876486662508
"278",-0.0543460945,0.0102592922251
"279",-0.0543460445,0.00727044102508
"280",-0.0543459945,0.00876486662508
"281",-0.0543459445,0.0117537178251
"282",-0.0543458945,0.0102592922251
"283",-0.0543458445,0.0102592922251
"284",-0.0543457945,0.0117537178251
"285",-0.0543457445,0.0132481434251
"286",-0.0543456945,0.0117537178251
"287",-0.0543456445,0.0117537178251
"288",-0.0543455945,0.0132481434251
"289",-0.0543455445,0.0147425690251
"290",-0.0543454945,0.0162369946251
"291",-0.0543454445,0.0281923994251
"292",-0.0543453945,0.0326756762251
"293",-0.0543453445,0.0341701018251
"294",-0.0543452945,0.0401478042251
"295",-0.0543452445,0.0371589530251
"296",-0.0543451945,0.0341701018251
"297",-0.0543451445,0.0386533786251
"298",-0.0543450945,0.0356645274251
"299",-0.0543450445,0.0371589530251
"300",-0.0543449945,0.0371589530251
"301",-0.0543449445,0.0356645274251
"302",-0.0543448945,0.0401478042251
"303",-0.0543448445,0.0356645274251
"304",-0.0543447945,0.0296868250251
"305",-0.0543447445,0.0296868250251
"306",-0.0543446945,0.0311812506251
"307",-0.0543446445,0.0341701018251
"308",-0.0543445945,0.0311812506251
"309",-0.0543445445,0.0266979738251
"310",-0.0543444945,0.0326756762251
"311",-0.0543444445,0.0341701018251
"312",-0.0543443945,0.0326756762251
"313",-0.0543443445,0.0281923994251
"314",-0.0543442945,0.0326756762251
"315",-0.0543442445,0.0341701018251
"316",-0.0543441945,0.0311812506251
"317",-0.0543441445,0.0311812506251
"318",-0.0543440945,0.0311812506251
"319",-0.0543440445,0.0266979738251
"320",-0.0543439945,0.0252035482251
"321",-0.0543439445,0.0252035482251
"322",-0.0543438945,0.0237091226251
"323",-0.0543438445,0.0237091226251
"324",-0.0543437945,0.0252035482251
"325",-0.0543437445,0.0266979738251
"326",-0.0543436945,0.0266979738251
"327",-0.0543436445,0.0252035482251
"328",-0.0543435945,0.0252035482251
"329",-0.0543435445,0.0266979738251
"330",-0.0543434945,0.0237091226251
"331",-0.0543434445,0.0237091226251
"332",-0.0543433945,0.0237091226251
"333",-0.0543433445,0.0237091226251
"334",-0.0543432945,0.0237091226251
"335",-0.0543432445,0.0266979738251
"336",-0.0543431945,0.0266979738251
"337",-0.0543431445,0.0281923994251
"338",-0.0543430945,0.0281923994251
"339",-0.0543430445,0.0296868250251
"340",-0.0543429945,0.0296868250251
"341",-0.0543429445,0.0296868250251
"342",-0.0543428945,0.0266979738251
"343",-0.0543428445,0.0311812506251
"344",-0.0543427945,0.0281923994251
"345",-0.0543427445,0.0266979738251
"346",-0.0543426945,0.0237091226251
"347",-0.0543426445,0.0207202714251
"348",-0.0543425945,0.0177314202251
"349",-0.0543425445,0.0192258458251
"350",-0.0543424945,0.0162369946251
"351",-0.0543424445,0.0147425690251
"352",-0.0543423945,0.0162369946251
"353",-0.0543423445,0.0117537178251
"354",-0.0543422945,0.0117537178251
"355",-0.0543422445,0.0132481434251
"356",-0.0543421945,0.0117537178251
"357",-0.0543421445,0.0132481434251
"358",-0.0543420945,0.0117537178251
"359",-0.0543420445,0.0132481434251
"360",-0.0543419945,0.0162369946251
"361",-0.0543419445,0.0162369946251
